nominative,inessive,type
-ovinen,-ovisessa,38
ovipaarinen,ovipaarisessa,38
paahde,paahteessa,48
paahteinen,paahteisessa,38
paahtimo,paahtimossa,2
paakkuinen,paakkuisessa,38
paanne,paanteessa,48
paapero,paaperossa,2
paatoksekas,paatoksekkaassa,41
paatoksellinen,paatoksellisessa,38
paatsama,paatsamassa,11
paavillinen,paavillisessa,38
padallinen,padallisessa,38
pahainen,pahaisessa,38
pahalainen,pahalaisessa,38
pahanen,pahasessa,38
pahankurinen,pahankurisessa,38
pahanlainen,pahanlaisessa,38
pahe,paheessa,48
paheellinen,paheellisessa,38
pahkainen,pahkaisessa,38
pahkurainen,pahkuraisessa,38
pahnue,pahnueessa,48
paholainen,paholaisessa,38
pahuksenmoinen,pahuksenmoisessa,38
pahvinen,pahvisessa,38
paikallinen,paikallisessa,38
paikkailu,paikkailussa,2
paikoittainen,paikoittaisessa,38
paimentolainen,paimentolaisessa,38
painajainen,painajaisessa,38
painajaismainen,painajaismaisessa,38
painanne,painanteessa,48
painate,painatteessa,48
paine,paineessa,48
paineellinen,paineellisessa,38
paineinen,paineisessa,38
painelu,painelussa,2
painike,painikkeessa,48
painiskelu,painiskelussa,2
painoinen,painoisessa,38
painokangas,painokankaassa,41
painokas,painokkaassa,41
painollinen,painollisessa,38
paise,paiseessa,48
paiste,paisteessa,48
paisteinen,paisteisessa,38
paistikas,paistikkaassa,41
paistike,paistikkeessa,48
paisuttelu,paisuttelussa,2
paisuvainen,paisuvaisessa,38
pajatso,pajatsossa,2
pakanallinen,pakanallisessa,38
pakastamo,pakastamossa,2
pakaste,pakasteessa,48
paketillinen,paketillisessa,38
pakkaamo,pakkaamossa,2
pakkanen,pakkasessa,38
pakoilu,pakoilussa,2
pakokauhuinen,pakokauhuisessa,38
pakolainen,pakolaisessa,38
pakollinen,pakollisessa,38
pakote,pakotteessa,48
paksuinen,paksuisessa,38
paksukainen,paksukaisessa,38
palanen,palasessa,38
palaute,palautteessa,48
paleontologinen,paleontologisessa,38
paleotsooinen,paleotsooisessa,38
paljas,paljaassa,41
paljastajaiset,—,38
palje,palkeessa,48
palkallinen,palkallisessa,38
palkisto,palkistossa,2
palkkalainen,palkkalaisessa,38
palkollinen,palkollisessa,38
pallas,paltaassa,41
palle,palteessa,48
palle,palteessa,48
pallero,pallerossa,2
palleroinen,palleroisessa,38
palliatiivinen,palliatiivisessa,38
palloilu,palloilussa,2
pallokas,pallokkaassa,41
pallonen,pallosessa,38
pallottelu,pallottelussa,2
paloittelu,paloittelussa,2
palte,paltteessa,48
palvelu,palvelussa,2
pandeeminen,pandeemisessa,38
panettelu,panettelussa,2
panimo,panimossa,2
pankkisäästäminen,pankkisäästämisessä,38
pannahinen,pannahisessa,38
pannullinen,pannullisessa,38
panslavistinen,panslavistisessa,38
panteistinen,panteistisessa,38
papana,papanassa,11
paperinen,paperisessa,38
papillinen,papillisessa,38
papisto,papistossa,2
papparainen,papparaisessa,38
pappenheimilainen,pappenheimilaisessa,38
parabolinen,parabolisessa,38
paradoksaalinen,paradoksaalisessa,38
paradoksinen,paradoksisessa,38
parahultainen,parahultaisessa,38
paralleelinen,paralleelisessa,38
paralympialaiset,—,38
paranoidinen,paranoidisessa,38
paranooinen,paranooisessa,38
parantelu,parantelussa,2
paras,parhaassa,41
parataktinen,parataktisessa,38
pareittainen,pareittaisessa,38
parilehdykkäinen,parilehdykkäisessä,38
parillinen,parillisessa,38
paristo,paristossa,2
parittainen,parittaisessa,38
parittelu,parittelussa,2
parkaisu,parkaisussa,2
parkitsimo,parkitsimossa,2
parlamentaarinen,parlamentaarisessa,38
parodinen,parodisessa,38
parrakas,parrakkaassa,41
parras,partaassa,41
partainen,partaisessa,38
partasuinen,partasuisessa,38
partavaahdoke,partavaahdokkeessa,48
partenogeneettinen,partenogeneettisessa,38
partiaalinen,partiaalisessa,38
partiolainen,partiolaisessa,38
parveilu,parveilussa,2
parveke,parvekkeessa,48
parvellinen,parvellisessa,38
pasifistinen,pasifistisessa,38
paskainen,paskaisessa,38
paskamainen,paskamaisessa,38
paskiainen,paskiaisessa,38
passiivinen,passiivisessa,38
pastoraalinen,pastoraalisessa,38
pateettinen,pateettisessa,38
patogeeninen,patogeenisessa,38
patologinen,patologisessa,38
patriarkaalinen,patriarkaalisessa,38
patriarkallinen,patriarkallisessa,38
patrioottinen,patrioottisessa,38
patsas,patsaassa,41
patsastelu,patsastelussa,2
pauke,paukkeessa,48
paukuttelu,paukuttelussa,2
pedagoginen,pedagogisessa,38
pedanttinen,pedanttisessa,38
pederastinen,pederastisessa,38
pedofiilinen,pedofiilisessa,38
peevelinmoinen,peevelinmoisessa,38
pehmike,pehmikkeessä,48
pehmite,pehmitteessä,48
pehmoilu,pehmoilussa,2
pehmoinen,pehmoisessa,38
pehmuste,pehmusteessa,48
peijaiset,—,38
peijakkaanmoinen,peijakkaanmoisessa,38
peipponen,peipposessa,38
peite,peitteessä,48
peitteinen,peitteisessä,38
peittely,peittelyssä,2
pejoratiivinen,pejoratiivisessa,38
pelastusarmeijalainen,pelastusarmeijalaisessa,38
pelkiste,pelkisteessä,48
pelkurimainen,pelkurimaisessa,38
pelkääväinen,pelkääväisessä,38
pellavainen,pellavaisessa,38
pellavakangas,pellavakankaassa,41
pelleily,pelleilyssä,2
pellillinen,pellillisessä,38
pelokas,pelokkaassa,41
pelote,pelotteessa,48
pelottelu,pelottelussa,2
peltinen,peltisessä,38
pengermäinen,pengermäisessä,38
penikkamainen,penikkamaisessa,38
penkereinen,penkereisessä,38
penkinpainajaiset,–,38
pennonen,pennosessa,38
pensaikkoinen,pensaikkoisessa,38
pensainen,pensaisessa,38
pensas,pensaassa,41
pensasmainen,pensasmaisessa,38
pensastoinen,pensastoisessa,38
pentue,pentueessa,48
pentumainen,pentumaisessa,38
perfektionistinen,perfektionistisessa,38
perhananmoinen,perhananmoisessa,38
perhe,perheessä,48
perheellinen,perheellisessä,38
perhomainen,perhomaisessa,38
perhonen,perhosessa,38
perifeerinen,perifeerisessä,38
perillinen,perillisessä,38
perimmäinen,perimmäisessä,38
perinataalinen,perinataalisessa,38
perinjuurinen,perinjuurisessa,38
perinne,perinteessä,48
perinnäinen,perinnäisessä,38
perinnöllinen,perinnöllisessä,38
perinteellinen,perinteellisessä,38
perinteikäs,perinteikkäässä,41
perinteinen,perinteisessä,38
periodinen,periodisessa,38
peristalttinen,peristalttisessa,38
perjantainen,perjantaisessa,38
perkeet,–,48
perkele,perkeleessä,48
perkeleellinen,perkeleellisessä,38
perkeleenmoinen,perkeleenmoisessa,38
permiläinen,permiläisessä,38
pernisioosinen,pernisioosisessa,38
persaukinen,persaukisessa,38
perse,perseessä,48
persialainen,persialaisessa,38
persoonallinen,persoonallisessa,38
perspektiivinen,perspektiivisessä,38
peruke,perukkeessa,48
peruste,perusteessa,48
perusteellinen,perusteellisessa,38
perustelu,perustelussa,2
-peräinen,-peräisessä,38
peräkkäinen,peräkkäisessä,38
perällinen,perällisessä,38
perämiehellinen,perämiehellisessä,38
perättäinen,perättäisessä,38
pessimistinen,pessimistisessä,38
pesue,pesueessa,48
pesye,pesyeessä,48
pesäke,pesäkkeessä,48
pesällinen,pesällisessä,38
petoksellinen,petoksellisessa,38
petollinen,petollisessa,38
petomainen,petomaisessa,38
petrologinen,petrologisessa,38
petäjäinen,petäjäisessä,38
peukalo,peukalossa,2
peukaloinen,peukaloisessa,38
peukalokyytiläinen,peukalokyytiläisessä,38
pianistinen,pianistisessa,38
piccolo,piccolossa,2
pidike,pidikkeessä,48
pidäke,pidäkkeessä,48
pidättyväinen,pidättyväisessä,38
pienoinen,pienoisessa,38
pienokainen,pienokaisessa,38
pieteettinen,pieteettisessä,38
pietistinen,pietistisessä,38
pihkainen,pihkaisessa,38
pihtimäinen,pihtimäisessä,38
piikikäs,piikikkäässä,41
piikittely,piikittelyssä,2
piikkinen,piikkisessä,38
piilokas,piilokkaassa,41
piilovaikuttaminen,piilovaikuttamisessa,38
piimäinen,piimäisessä,38
piinallinen,piinallisessa,38
piipullinen,piipullisessa,38
piiras,piiraassa,41
piirre,piirteessä,48
piirtely,piirtelyssä,2
piirustuksellinen,piirustuksellisessa,38
pikainen,pikaisessa,38
pikinen,pikisessä,38
pikkainen,pikkaisessa,38
pikkanen,pikkasessa,38
pikkarainen,pikkaraisessa,38
pikkiriikkinen,pikkiriikkisessä,38
pikkolo,piccolossa,2
pikkuinen,pikkuisessa,38
pikkumainen,pikkumaisessa,38
pikkuriikkinen,pikkuriikkisessä,38
pikkuruikkuinen,pikkuruikkuisessa,38
pikkuruinen,pikkuruisessa,38
pilailu,pilailussa,2
pilallinen,pilallisessa,38
pilkallinen,pilkallisessa,38
pilke,pilkkeessä,48
pilke,pilkkeessä,48
pilkkuinen,pilkkuisessa,38
pilkukas,pilkukkaassa,41
pilkullinen,pilkullisessa,38
pillike,pillikkeessä,48
pilvinen,pilvisessä,38
pinnakkainen,pinnakkaisessa,38
pinnallinen,pinnallisessa,38
pinne,pinteessä,48
pinnoite,pinnoitteessa,48
pipana,pipanassa,11
pippalot,–,2
pippurinen,pippurisessa,38
piriste,piristeessä,48
pirkkalainen,pirkkalaisessa,38
pirske,pirskeessä,48
pirstale,pirstaleessa,48
pirtelö,pirtelössä,2
piruilu,piruilussa,2
pirulainen,pirulaisessa,38
pirullinen,pirullisessa,38
pisamainen,pisamaisessa,38
piskuinen,piskuisessa,38
piste,pisteessä,48
pisteellinen,pisteellisessä,38
pisteliäs,pisteliäässä,41
pistely,pistelyssä,2
pistemäinen,pistemäisessä,38
pistiäinen,pistiäisessä,38
pistokas,pistokkaassa,41
pistoke,pistokkeessa,48
pitaalinen,pitaalisessa,38
pitalinen,pitalisessa,38
pitely,pitelyssä,2
pitkittäinen,pitkittäisessä,38
pitkulainen,pitkulaisessa,38
pitkäinen,pitkäisessä,38
pitkälettinen,pitkälettisessä,38
pitkällinen,pitkällisessä,38
pitkäripainen,pitkäripaisessa,38
pitkäveteinen,pitkäveteisessä,38
-pitoinen,-pitoisessa,38
pituinen,pituisessa,38
pitäjäläinen,pitäjäläisessä,38
planetaarinen,planetaarisessa,38
plasebo,plasebossa,2
plastinen,plastisessa,38
platonilainen,platonilaisessa,38
platoninen,platonisessa,38
pleonastinen,pleonastisessa,38
pluralistinen,pluralistisessa,38
plyysikangas,plyysikankaassa,41
pneumaattinen,pneumaattisessa,38
poeettinen,poeettisessa,38
pohdiskelu,pohdiskelussa,2
-pohjainen,-pohjaisessa,38
pohjalainen,pohjalaisessa,38
pohjallinen,pohjallisessa,38
pohje,pohkeessa,48
pohjimmainen,pohjimmaisessa,38
pohjoinen,pohjoisessa,38
pohjuste,pohjusteessa,48
poikamainen,poikamaisessa,38
poikanen,poikasessa,38
poikittainen,poikittaisessa,38
poikkeuksellinen,poikkeuksellisessa,38
poikkinainen,poikkinaisessa,38
poikkitelainen,poikkitelaisessa,38
poikue,poikueessa,48
poimuinen,poimuisessa,38
poimukas,poimukkaassa,41
poimullinen,poimullisessa,38
pointillistinen,pointillistisessa,38
poisoppiminen,poisoppimisessa,38
poiste,poisteessa,48
polaarinen,polaarisessa,38
polanne,polanteessa,48
polanteinen,polanteisessa,38
poleeminen,poleemisessa,38
poliittinen,poliittisessa,38
polikliininen,polikliinisessä,38
poljennollinen,poljennollisessa,38
polkaisu,polkaisussa,2
poloinen,poloisessa,38
polte,poltteessa,48
polttiainen,polttiaisessa,38
polttimo,polttimossa,2
polveke,polvekkeessa,48
polyfoninen,polyfonisessa,38
polygaaminen,polygaamisessa,38
polyteistinen,polyteistisessä,38
pomelo,pomelossa,2
pomoilu,pomoilussa,2
ponkaisu,ponkaisussa,2
ponnekas,ponnekkaassa,41
ponnistelu,ponnistelussa,2
poppana,poppanassa,11
populistinen,populistisessa,38
pore,poreessa,48
poreilu,poreilussa,2
poreinen,poreisessa,38
porfyyrinen,porfyyrisessä,38
porilainen,porilaisessa,38
pornografinen,pornografisessa,38
poroinen,poroisessa,38
porras,portaassa,41
porrasteinen,porrasteisessa,38
porsas,porsaassa,41
porsasmainen,porsasmaisessa,38
porsastelu,porsastelussa,2
portaittainen,portaittaisessa,38
portugalilainen,portugalilaisessa,38
porvarillinen,porvarillisessa,38
positiivinen,positiivisessa,38
positivistinen,positivistisessa,38
poskeinen,poskeisessa,38
-poskinen,-poskisessa,38
posliininen,posliinisessa,38
possessiivinen,possessiivisessa,38
postimerkkeily,postimerkkeilyssä,2
potentiaalinen,potentiaalisessa,38
potero,poterossa,2
potilas,potilaassa,41
potkaisu,potkaisussa,2
potkiaiset,–,38
pottuilu,pottuilussa,2
pottumainen,pottumaisessa,38
poukahtelu,poukahtelussa,2
poukkoilu,poukkoilussa,2
poutainen,poutaisessa,38
pragmaattinen,pragmaattisessa,38
praktinen,praktisessa,38
prameilu,prameilussa,2
prekambrinen,prekambrisessa,38
prenataalinen,prenataalisessa,38
presbyteeriläinen,presbyteeriläisessä,38
presbyteerinen,presbyteerisessä,38
preussilainen,preussilaisessa,38
preventiivinen,preventiivisessä,38
primaarinen,primaarisessa,38
primitiivinen,primitiivisessä,38
primäärinen,primäärisessä,38
probleema,probleemassa,11
problemaattinen,problemaattisessa,38
produktiivinen,produktiivisessa,38
profeetallinen,profeetallisessa,38
professionaalinen,professionaalisessa,38
profylaktinen,profylaktisessa,38
prognostinen,prognostisessa,38
progressiivinen,progressiivisessa,38
projektiivinen,projektiivisessa,38
proletaarinen,proletaarisessa,38
pronominaalinen,pronominaalisessa,38
pronssinen,pronssisessa,38
proosallinen,proosallisessa,38
propagandistinen,propagandistisessa,38
proportionaalinen,proportionaalisessa,38
prosenttinen,prosenttisessa,38
prosentuaalinen,prosentuaalisessa,38
prosessikirjoittaminen,prosessikirjoittamisessa,38
protektionistinen,protektionistisessa,38
protestanttinen,protestanttisessa,38
provinsiaalinen,provinsiaalisessa,38
provisorinen,provisorisessa,38
provokatiivinen,provokatiivisessa,38
provokatorinen,provokatorisessa,38
prässäämö,prässäämössä,2
pröystäily,pröystäilyssä,2
psykedeelinen,psykedeelisessä,38
psykiatrinen,psykiatrisessa,38
psykogeeninen,psykogeenisessä,38
psykologinen,psykologisessa,38
psykometrinen,psykometrisessä,38
psykoottinen,psykoottisessa,38
psykopaattinen,psykopaattisessa,38
psykosomaattinen,psykosomaattisessa,38
psyykkinen,psyykkisessä,38
ptolemaiolainen,ptolemaiolaisessa,38
pudas,putaassa,41
pudokas,pudokkaassa,41
puhdas,puhtaassa,41
puhde,puhteessa,48
puhdistamo,puhdistamossa,2
puhdiste,puhdisteessa,48
puhe,puheessa,48
-puheinen,-puheisessa,38
puhelias,puheliaassa,41
puhelu,puhelussa,2
puhkaisu,puhkaisussa,2
puhkinainen,puhkinaisessa,38
puhtoinen,puhtoisessa,38
puhuttelu,puhuttelussa,2
puinen,puisessa,38
puite,puitteessa,48
pujoke,pujokkeessa,48
pujottelu,pujottelussa,2
pukeet,–,48
pukimo,pukimossa,2
pukine,pukineessa,48
pukukangas,pukukankaassa,41
pulliainen,pulliaisessa,38
pullistelu,pullistelussa,2
pullollinen,pullollisessa,38
pullote,pullotteessa,48
pullottamo,pullottamossa,2
pulmallinen,pulmallisessa,38
pulmunen,pulmusessa,38
pumppaamo,pumppaamossa,2
pumppuamo,pumppuamossa,2
pumpulikangas,pumpulikankaassa,41
pumpulinen,pumpulisessa,38
punahehkuinen,punahehkuisessa,38
punahelttainen,punahelttaisessa,38
punainen,punaisessa,38
punastelu,punastelussa,2
punavaloinen,punavaloisessa,38
pune,puneessa,48
punkero,punkerossa,2
punonnainen,punonnaisessa,38
puolalainen,puolalaisessa,38
puolasto,puolastossa,2
puoleinen,puoleisessa,38
puolikas,puolikkaassa,41
puolimmainen,puolimmaisessa,38
puolinainen,puolinaisessa,38
puolinen,puolisessa,38
puolipukeinen,puolipukeisessa,38
puolisatainen,puolisataisessa,38
puolisko,puoliskossa,2
puoliso,puolisossa,2
puolittainen,puolittaisessa,38
puolituumainen,puolituumaisessa,38
puolue,puolueessa,48
puolueellinen,puolueellisessa,38
puoluelainen,puoluelaisessa,38
puolustelu,puolustelussa,2
puolustuksellinen,puolustuksellisessa,38
puraisu,puraisussa,2
pureskelu,pureskelussa,2
purilainen,purilaisessa,38
purilas,purilaassa,41
puriste,puristeessa,48
puristeinen,puristeisessa,38
puristelu,puristelussa,2
puristinen,puristisessa,38
puritaaninen,puritaanisessa,38
purje,purjeessa,48
purjekangas,purjekankaassa,41
purjekankainen,purjekankaisessa,38
purkamo,purkamossa,2
purkillinen,purkillisessa,38
purppurainen,purppuraisessa,38
purse,purseessa,48
purtilo,purtilossa,2
pusero,puserossa,2
pussailu,pussailussa,2
pussillinen,pussillisessa,38
putkilo,putkilossa,2
putkisto,putkistossa,2
puudute,puudutteessa,48
puuhailu,puuhailussa,2
puuhakas,puuhakkaassa,41
puuhastelu,puuhastelussa,2
puunilainen,puunilaisessa,38
puuroinen,puuroisessa,38
puuromainen,puuromaisessa,38
puuskainen,puuskaisessa,38
puuskittainen,puuskittaisessa,38
puute,puutteessa,48
puutiainen,puutiaisessa,38
puutteellinen,puutteellisessa,38
puuvillainen,puuvillaisessa,38
puuvillakangas,puuvillakankaassa,41
puvustamo,puvustamossa,2
puvusto,puvustossa,2
pyhäinen,pyhäisessä,38
pyhällinen,pyhällisessä,38
pykninen,pyknisessä,38
pykälikäs,pykälikkäässä,41
pykäläinen,pykäläisessä,38
pylväs,pylväässä,41
pyristely,pyristelyssä,2
pyrstökäs,pyrstökkäässä,41
pyrstöllinen,pyrstöllisessä,38
pyryinen,pyryisessä,38
pysyväinen,pysyväisessä,38
pyttymäinen,pyttymäisessä,38
pyyde,pyyteessä,48
pyyhe,pyyhkeessä,48
pyyhekangas,pyyhekankaassa,41
pyyheliinakangas,pyyheliinakankaassa,41
pyyhkäisy,pyyhkäisyssä,2
pyyteellinen,pyyteellisessä,38
pyökkinen,pyökkisessä,38
pyörittely,pyörittelyssä,2
pyöriäinen,pyöriäisessä,38
pyörre,pyörteessä,48
pyörteinen,pyörteisessä,38
pyöräily,pyöräilyssä,2
-pyöräinen,-pyöräisessä,38
pyörällinen,pyörällisessä,38
pyörästö,pyörästössä,2
pähkäily,pähkäilyssä,2
pähkämö,pähkämössä,2
päihde,päihteessä,48
-päinen,-päisessä,38
päiste,päisteessä,48
päittäinen,päittäisessä,38
päivittely,päivittelyssä,2
päivittäinen,päivittäisessä,38
päivällinen,päivällisessä,38
päkiäinen,päkiäisessä,38
pällistely,pällistelyssä,2
pälyily,pälyilyssä,2
päre,päreessä,48
pärske,pärskeessä,48
päähine,päähineessä,48
päällekkäinen,päällekkäisessä,38
päällettäinen,päällettäisessä,38
päällimmäinen,päällimmäisessä,38
päällinen,päällisessä,38
päälliskangas,päälliskankaassa,41
päällyste,päällysteessä,48
päällystö,päällystössä,2
pääpiirteittäinen,pääpiirteittäisessä,38
päärme,päärmeessä,48
pääsiäinen,pääsiäisessä,38
pääskynen,pääskysessä,38
päästäinen,päästäisessä,38
pääte,päätteessä,48
päätteellinen,päätteellisessä,38
päättely,päättelyssä,2
päättäjäiset,–,38
päättäväinen,päättäväisessä,38
päätäpahkainen,päätäpahkaisessa,38
pöhnäinen,pöhnäisessä,38
pöhöinen,pöhöisessä,38
pökkelö,pökkelössä,2
pökäle,pökäleessä,48
pölyinen,pölyisessä,38
pölyte,pölytteessä,48
pöperö,pöperössä,2
pöpperöinen,pöpperöisessä,38
pörhöinen,pörhöisessä,38
pörriäinen,pörriäisessä,38
pörröinen,pörröisessä,38
pöydällinen,pöydällisessä,38
pöyhkeily,pöyhkeilyssä,2
pöytye,pöytyeessä,48
raadollinen,raadollisessa,38
-raajainen,-raajaisessa,38
raajarikkoinen,raajarikkoisessa,38
raakalainen,raakalaisessa,38
raakalaismainen,raakalaismaisessa,38
raakile,raakileessa,48
raakilemainen,raakilemaisessa,38
raamatullinen,raamatullisessa,38
raamikas,raamikkaassa,41
raapaisu,raapaisussa,2
raape,raappeessa,48
raaste,raasteessa,48
raate,raatteessa,48
raatelu,raatelussa,2
raatilainen,raatilaisessa,38
raavas,raavaassa,41
rabulistinen,rabulistisessa,38
radiaalinen,radiaalisessa,38
radikaalinen,radikaalisessa,38
rae,rakeessa,48
rahakas,rahakkaassa,41
rahake,rahakkeessa,48
rahallinen,rahallisessa,38
rahasto,rahastossa,2
rahje,rahkeessa,48
rahtunen,rahtusessa,38
rahvas,rahvaassa,41
raidakas,raidakkaassa,41
raidallinen,raidallisessa,38
raide,raiteessa,48
raihnainen,raihnaisessa,38
raihnas,raihnaassa,41
raikas,raikkaassa,41
raikaste,raikasteessa,48
railakas,railakkaassa,41
railoinen,railoisessa,38
raitainen,raitaisessa,38
raitis,raittiissa,41
raivokas,raivokkaassa,41
rajakkainen,rajakkaisessa,38
rajallinen,rajallisessa,38
rajoite,rajoitteessa,48
rakas,rakkaassa,41
rakastavainen,rakastavaisessa,38
rakastelu,rakastelussa,2
rakeinen,rakeisessa,38
rakenne,rakenteessa,48
rakenteellinen,rakenteellisessa,38
rakenteinen,rakenteisessa,38
rakentelu,rakentelussa,2
rakettimainen,rakettimaisessa,38
rakkine,rakkineessa,48
rakkoinen,rakkoisessa,38
rakkulainen,rakkulaisessa,38
rakkulamainen,rakkulamaisessa,38
rakoilu,rakoilussa,2
rakoinen,rakoisessa,38
rakonen,rakosessa,38
raksahtelu,raksahtelussa,2
rallattelu,rallattelussa,2
rankaisu,rankaisussa,2
rannansiirtyminen,rannansiirtymisessä,38
ranne,ranteessa,48
ranneke,rannekkeessa,48
rannimmainen,rannimmaisessa,38
ranskalainen,ranskalaisessa,38
rapainen,rapaisessa,38
rappunen,rappusessa,38
rapse,rapseessa,48
rapsodinen,rapsodisessa,38
rasahtelu,rasahtelussa,2
rasiallinen,rasiallisessa,38
rasistinen,rasistisessa,38
rasite,rasitteessa,48
rasitteinen,rasitteisessa,38
raskas,raskaassa,41
rastas,rastaassa,41
rasvainen,rasvaisessa,38
ratamo,ratamossa,2
ratas,rattaassa,41
rationaalinen,rationaalisessa,38
rationalistinen,rationalistisessa,38
ratkaisu,ratkaisussa,2
rattaat,–,41
raudoite,raudoitteessa,48
rauhainen,rauhaisessa,38
rauhallinen,rauhallisessa,38
rauhanen,rauhasessa,38
rauhoite,rauhoitteessa,48
raukkamainen,raukkamaisessa,38
raunioinen,raunioisessa,38
rautainen,rautaisessa,38
rautatieläinen,rautatieläisessä,38
rautiainen,rautiaisessa,38
rautias,rautiaassa,41
ravinne,ravinteessa,48
ravinnollinen,ravinnollisessa,38
ravinteikas,ravinteikkaassa,41
ravistelu,ravistelussa,2
ravitsemuksellinen,ravitsemuksellisessä,38
reaalinen,reaalisessa,38
reaktiivinen,reaktiivisessa,38
realistinen,realistisessa,38
refleksiivinen,refleksiivisessä,38
reflektorinen,reflektorisessa,38
reformatorinen,reformatorisessa,38
reformistinen,reformistisessa,38
regionaalinen,regionaalisessa,38
regressiivinen,regressiivisessä,38
rehellinen,rehellisessä,38
rehentely,rehentelyssä,2
rehvakas,rehvakkaassa,41
rehvastelu,rehvastelussa,2
reikäinen,reikäisessä,38
reipas,reippaassa,41
reippailu,reippailussa,2
reiäkäs,reiäkkäässä,41
reiällinen,reiällisessä,38
rekallinen,rekallisessa,38
relatiivinen,relatiivisessa,38
relativistinen,relativistisessa,38
rele,releessä,48
rengas,renkaassa,41
rentoute,rentoutteessa,48
renttuilu,renttuilussa,2
repale,repaleessa,48
repaleinen,repaleisessa,38
repolainen,repolaisessa,38
repostelu,repostelussa,2
republikaaninen,republikaanisessa,38
repäisy,repäisyssä,2
reseptorinen,reseptorisessa,38
reserviläinen,reserviläisessä,38
resessiivinen,resessiivisessä,38
resiprookkinen,resiprookkisessa,38
resitatiivinen,resitatiivisessa,38
resuinen,resuisessa,38
retale,retaleessa,48
retkeily,retkeilyssä,2
retkue,retkueessa,48
retorinen,retorisessa,38
retoromaaninen,retoromaanisessa,38
retrospektiivinen,retrospektiivisessä,38
rettelö,rettelössä,2
reuhake,reuhakkeessa,48
reumaattinen,reumaattisessa,38
reunake,reunakkeessa,48
reunimmainen,reunimmaisessa,38
reunuste,reunusteessa,48
revansistinen,revansistisessa,38
revinnäinen,revinnäisessä,38
revisionistinen,revisionistisessa,38
revittely,revittelyssä,2
riehakas,riehakkaassa,41
riekale,riekaleessa,48
riekaleinen,riekaleisessa,38
riekkujaiset,—,38
riemuinen,riemuisessa,38
riemukas,riemukkaassa,41
riemullinen,riemullisessa,38
riepottelu,riepottelussa,2
rietas,riettaassa,41
rietastelu,rietastelussa,2
rigoristinen,rigoristisessa,38
rihmasto,rihmastossa,2
riimillinen,riimillisessä,38
riimittely,riimittelyssä,2
riippuvainen,riippuvaisessa,38
riistainen,riistaisessa,38
riitainen,riitaisessa,38
riite,riitteessä,48
riitely,riitelyssä,2
riitteinen,riitteisessä,38
riiustelu,riiustelussa,2
riivatunmoinen,riivatunmoisessa,38
rikas,rikkaassa,41
rikastamo,rikastamossa,2
rikaste,rikasteessa,48
rike,rikkeessä,48
rikkinäinen,rikkinäisessä,38
rikkojaiset,—,38
rikkonainen,rikkonaisessa,38
rikollinen,rikollisessa,38
rilluttelu,rilluttelussa,2
rimpuilu,rimpuilussa,2
rinnakkainen,rinnakkaisessa,38
rinnasteinen,rinnasteisessa,38
rinne,rinteessä,48
ripe,rippeessä,48
rippunen,rippusessa,38
ripsinen,ripsisessä,38
ripsinen,ripsisessä,38
ripsiäinen,ripsiäisessä,38
ripulinen,ripulisessa,38
risahtelu,risahtelussa,2
risainen,risaisessa,38
risakas,risakkaassa,41
riskinen,riskisessä,38
risteily,risteilyssä,2
ristikkäinen,ristikkäisessä,38
ristikollinen,ristikollisessa,38
ristimäinen,ristimäisessä,38
ristiäiset,–,38
risukkoinen,risukkoisessa,38
ritarillinen,ritarillisessa,38
rituaalinen,rituaalisessa,38
riuhtaisu,riuhtaisussa,2
riuttainen,riuttaisessa,38
rivistö,rivistössä,2
robottimainen,robottimaisessa,38
rodullinen,rodullisessa,38
rohdinkangas,rohdinkankaassa,41
rohjake,rohjakkeessa,48
rohkaisu,rohkaisussa,2
rohtiminen,rohtimisessa,38
roikale,roikaleessa,48
roiske,roiskeessa,48
roistomainen,roistomaisessa,38
rojalistinen,rojalistisessa,38
rojuinen,rojuisessa,38
rokkoinen,rokkoisessa,38
rokote,rokotteessa,48
romaaninen,romaanisessa,38
romahdusmainen,romahdusmaisessa,38
romanialainen,romanialaisessa,38
romanttinen,romanttisessa,38
rombinen,rombisessa,38
rompe,romppeessa,48
romuttamo,romuttamossa,2
ronttonen,ronttosessa,38
roomalainen,roomalaisessa,38
roponen,roposessa,38
ropse,ropseessa,48
roskainen,roskaisessa,38
rosoinen,rosoisessa,38
rosvoilu,rosvoilussa,2
rotisko,rotiskossa,2
rottamainen,rottamaisessa,38
rottelo,rottelossa,2
rottinkinen,rottinkisessa,38
rouhe,rouheessa,48
rouheinen,rouheisessa,38
rouske,rouskeessa,48
rouste,rousteessa,48
routainen,routaisessa,38
rouvamainen,rouvamaisessa,38
rouvittelu,rouvittelussa,2
rove,ropeessa,48
rudimentaarinen,rudimentaarisessa,38
ruhje,ruhjeessa,48
ruhtinaallinen,ruhtinaallisessa,38
ruhtinas,ruhtinaassa,41
ruijalainen,ruijalaisessa,38
ruipelo,ruipelossa,2
ruis,rukiissa,41
ruiske,ruiskeessa,48
ruiskute,ruiskutteessa,48
rukiinen,rukiisessa,38
rukkanen,rukkasessa,38
rukoilevainen,rukoilevaisessa,38
rukoilu,rukoilussa,2
rummusto,rummustossa,2
runebergiläinen,runebergiläisessä,38
runoilu,runoilussa,2
runollinen,runollisessa,38
runosto,runostossa,2
runsas,runsaassa,41
